Transcript stable ID,Transcript stable ID version,CDS Length,Gene name
ENST00000416024,ENST00000416024.1,,
ENST00000443536,ENST00000443536.1,,CNN2P2
ENST00000453058,ENST00000453058.2,,GXYLT1P3
ENST00000675579,ENST00000675579.1,,
ENST00000427406,ENST00000427406.6,6270,MDC1
ENST00000621855,ENST00000621855.1,,
ENST00000428759,ENST00000428759.2,,AQP7P5
ENST00000407847,ENST00000407847.5,1788,PRDM6
ENST00000331259,ENST00000331259.5,,
ENST00000419856,ENST00000419856.1,,HLA-W
ENST00000566127,ENST00000566127.1,,SMG1P2
ENST00000412329,ENST00000412329.5,2742,DDR1
ENST00000374228,ENST00000374228.5,1428,SLC46A2
ENST00000411749,ENST00000411749.6,777,HLA-DPB1
ENST00000568957,ENST00000568957.2,,SLC7A5P1
ENST00000367411,ENST00000367411.7,1476,KATNA1
ENST00000605480,ENST00000605480.1,,SLC46A2-AS1
ENST00000448909,ENST00000448909.1,,
ENST00000438111,ENST00000438111.1,,MUPP
ENST00000645617,ENST00000645617.1,,
ENST00000604304,ENST00000604304.1,,
ENST00000643253,ENST00000643253.1,,
ENST00000645541,ENST00000645541.1,,
ENST00000645853,ENST00000645853.1,,
ENST00000646380,ENST00000646380.1,,
ENST00000644228,ENST00000644228.1,,
ENST00000433630,ENST00000433630.1,871,HLA-DMA
ENST00000668459,ENST00000668459.1,,FAM225B
ENST00000436853,ENST00000436853.1,,MCCD1P1
ENST00000433946,ENST00000433946.1,,HLA-DPA3
ENST00000443494,ENST00000443494.6,381,POLR1H
ENST00000434051,ENST00000434051.1,,FAM225A
ENST00000368614,ENST00000368614.8,1593,LRRC27
ENST00000422484,ENST00000422484.1,744,TRIM31
ENST00000414092,ENST00000414092.2,1191,DXO
ENST00000452965,ENST00000452965.1,,OR2I1P
ENST00000421590,ENST00000421590.1,523,LY6G6D
ENST00000368662,ENST00000368662.10,1428,TUBE1
ENST00000428451,ENST00000428451.1,,OR2J1
ENST00000344327,ENST00000344327.8,2796,TRPC6
ENST00000259392,ENST00000259392.8,432,SLC31A2
ENST00000431921,ENST00000431921.5,726,CLIC1
ENST00000415323,ENST00000415323.6,3804,EHMT2
ENST00000492267,ENST00000492267.1,,CYP51A1P1
ENST00000277309,ENST00000277309.3,951,OR1K1
ENST00000432816,ENST00000432816.1,,KRT18P67
ENST00000432847,ENST00000432847.1,,HLA-Z
ENST00000216181,ENST00000216181.11,5883,MYH9
ENST00000444645,ENST00000444645.6,801,HLA-DRB1
ENST00000616398,ENST00000616398.2,219,DEFB104B
ENST00000446715,ENST00000446715.1,,PPP1R2P1
ENST00000611610,ENST00000611610.1,237,DEFB105B
ENST00000431256,ENST00000431256.1,885,C6orf47
ENST00000527345,ENST00000527345.1,,
ENST00000422268,ENST00000422268.1,,HTATSF1P1
ENST00000630721,ENST00000630721.3,2040,SLC9A6
ENST00000610320,ENST00000610320.2,840,PRR23D1
ENST00000455632,ENST00000455632.2,894,LY6G6F
ENST00000411859,ENST00000411859.1,,UBTFL2
ENST00000379611,ENST00000379611.10,1590,CCDC112
ENST00000617136,ENST00000617136.2,195,DEFB4B
ENST00000626976,ENST00000626976.1,,FAM90A7
ENST00000613448,ENST00000613448.2,204,DEFB103B
ENST00000417314,ENST00000417314.2,1806,KBTBD8
ENST00000612347,ENST00000612347.2,,
ENST00000424920,ENST00000424920.1,,HLA-DPA3
ENST00000619909,ENST00000619909.2,,DEFB108C
ENST00000446999,ENST00000446999.1,,HNRNPA1P2
ENST00000629822,ENST00000629822.1,,FAM90A22
ENST00000305233,ENST00000305233.6,1773,PWWP2B
ENST00000626455,ENST00000626455.1,,OR7E157P
ENST00000632850,ENST00000632850.1,,HSPD1P3
ENST00000428814,ENST00000428814.1,,
ENST00000417894,ENST00000417894.6,2133,SLC44A4
ENST00000629503,ENST00000629503.1,,FAM90A21P
ENST00000402595,ENST00000402595.1,,SSXP10
ENST00000450206,ENST00000450206.1,,LINC03068
ENST00000659521,ENST00000659521.1,,
ENST00000612855,ENST00000612855.2,903,ZNF705G
ENST00000615431,ENST00000615431.1,213,DEFB107B
ENST00000626687,ENST00000626687.1,,FAM90A6P
ENST00000660050,ENST00000660050.1,,
ENST00000607283,ENST00000607283.5,371,
ENST00000270722,ENST00000270722.10,3831,PRDM16
ENST00000551758,ENST00000551758.5,5211,COL11A2
ENST00000367576,ENST00000367576.6,1428,LTV1
ENST00000445190,ENST00000445190.1,,LINC01165
ENST00000389640,ENST00000389640.4,,TMEM26-AS1
ENST00000661365,ENST00000661365.1,,
ENST00000447848,ENST00000447848.1,,
ENST00000486325,ENST00000486325.1,,VTI1BP1
ENST00000401872,ENST00000401872.1,,RPSAP45
ENST00000608672,ENST00000608672.1,,
ENST00000569267,ENST00000569267.1,,
ENST00000494533,ENST00000494533.2,,OR7E121P
ENST00000441001,ENST00000441001.2,,LINC02625
ENST00000425313,ENST00000425313.1,,HCG4
ENST00000496669,ENST00000496669.1,,PPATP1
ENST00000617162,ENST00000617162.4,402,SPAG11B
ENST00000621252,ENST00000621252.2,198,DEFB106B
ENST00000627078,ENST00000627078.1,,
ENST00000631191,ENST00000631191.1,,FAM66B
ENST00000625305,ENST00000625305.1,,VPS51P15
ENST00000627994,ENST00000627994.1,,FAM90A23
ENST00000470263,ENST00000470263.5,,LINC02008
ENST00000453871,ENST00000453871.2,1302,C6orf136
ENST00000512693,ENST00000512693.1,,
ENST00000438415,ENST00000438415.2,2676,VWA7
ENST00000641871,ENST00000641871.1,,
ENST00000577420,ENST00000577420.1,,
ENST00000624090,ENST00000624090.1,,
ENST00000551244,ENST00000551244.4,1263,AGER
ENST00000497946,ENST00000497946.1,,
ENST00000563373,ENST00000563373.1,,HLA-P
ENST00000437792,ENST00000437792.1,,PPP1R2P1
ENST00000396191,ENST00000396191.6,2130,PDE1C
ENST00000403714,ENST00000403714.8,2454,EFR3B
ENST00000425600,ENST00000425600.1,3147,NOTCH4
ENST00000582643,ENST00000582643.1,,MIR4329
ENST00000465140,ENST00000465140.3,,RN7SL266P
ENST00000611773,ENST00000611773.1,,
ENST00000443279,ENST00000443279.1,,ATF4P1
ENST00000308893,ENST00000308893.9,3708,TAOK2
ENST00000612193,ENST00000612193.1,,IKBKGP1
ENST00000442033,ENST00000442033.1,,
ENST00000455842,ENST00000455842.2,2112,TAP2
ENST00000437536,ENST00000437536.2,,OR3B1P
ENST00000269593,ENST00000269593.5,777,IGFBP4
ENST00000642800,ENST00000642800.1,,MTRF1LP2
ENST00000432359,ENST00000432359.1,,
ENST00000669592,ENST00000669592.1,,
ENST00000511142,ENST00000511142.1,,
ENST00000436893,ENST00000436893.1,,MID1IP1-AS1
ENST00000443117,ENST00000443117.5,783,HLA-DPA1
ENST00000435914,ENST00000435914.1,,PNKDP1
ENST00000642712,ENST00000642712.2,1527,GSDMC
ENST00000438615,ENST00000438615.1,,
ENST00000478775,ENST00000478775.1,,RPL9P30
ENST00000296529,ENST00000296529.11,1038,TMEM144
ENST00000417397,ENST00000417397.2,,
ENST00000363717,ENST00000363717.1,,RNA5SP514
ENST00000581995,ENST00000581995.1,,
ENST00000610000,ENST00000610000.1,,
ENST00000432822,ENST00000432822.1,,
ENST00000419518,ENST00000419518.1,,COL11A2P1
ENST00000437812,ENST00000437812.5,315,LST1
ENST00000417139,ENST00000417139.1,,SUMO2P1
ENST00000428598,ENST00000428598.1,,OR2I1P
ENST00000293709,ENST00000293709.10,2112,ATF6B
ENST00000216127,ENST00000216127.5,801,RASD2
ENST00000551120,ENST00000551120.4,1185,HLA-A
ENST00000444506,ENST00000444506.1,,HLA-DQB1-AS1
ENST00000430506,ENST00000430506.1,,RPL7AP7
ENST00000455129,ENST00000455129.1,,PSMB8-AS1
ENST00000020673,ENST00000020673.6,3075,PSD
ENST00000399074,ENST00000399074.7,810,HLA-DQB1
ENST00000454985,ENST00000454985.1,,
ENST00000452411,ENST00000452411.1,,PPIAP82
ENST00000446762,ENST00000446762.6,831,PSMB8
ENST00000328886,ENST00000328886.5,789,TMIGD1
ENST00000652711,ENST00000652711.1,,LINC01095
ENST00000427030,ENST00000427030.1,,
ENST00000439094,ENST00000439094.6,1620,TRIM26
ENST00000437672,ENST00000437672.1,,
ENST00000418540,ENST00000418540.2,1905,ZBTB22
ENST00000436501,ENST00000436501.1,,
ENST00000424036,ENST00000424036.2,,
ENST00000425238,ENST00000425238.6,2133,SLC44A4
ENST00000447513,ENST00000447513.7,981,PEX10
ENST00000446707,ENST00000446707.1,,RPL7P4
ENST00000442333,ENST00000442333.1,,OR12D3
ENST00000357244,ENST00000357244.7,3576,RC3H2
ENST00000569449,ENST00000569449.1,,
ENST00000424962,ENST00000424962.6,228,SNHG32
ENST00000414608,ENST00000414608.1,,GTF2IP5
ENST00000505003,ENST00000505003.1,,
ENST00000505291,ENST00000505291.2,,COX7A2P2
ENST00000279392,ENST00000279392.8,1671,HIRIP3
ENST00000617362,ENST00000617362.1,,
ENST00000411454,ENST00000411454.1,,RANP1
ENST00000297267,ENST00000297267.14,5685,FNDC1
ENST00000445536,ENST00000445536.1,,TSBP1-AS1
ENST00000448929,ENST00000448929.2,,OR2J4P
ENST00000457033,ENST00000457033.5,,
ENST00000369937,ENST00000369937.5,864,CUEDC2
ENST00000449560,ENST00000449560.5,768,HLA-DQA2
ENST00000440457,ENST00000440457.2,1701,MUC21
ENST00000417944,ENST00000417944.1,,
ENST00000452329,ENST00000452329.2,2676,VWA7
ENST00000546848,ENST00000546848.1,1554,MUCL3
ENST00000427015,ENST00000427015.1,,
ENST00000397326,ENST00000397326.7,465,MB
ENST00000365699,ENST00000365699.4,,MIR146B
ENST00000417061,ENST00000417061.2,,
ENST00000444244,ENST00000444244.1,,
ENST00000454006,ENST00000454006.6,777,HLA-DPB1
ENST00000625129,ENST00000625129.1,642,C10orf95
ENST00000420521,ENST00000420521.1,,PAIP1P1
ENST00000453261,ENST00000453261.1,,
ENST00000423190,ENST00000423190.1,,
ENST00000506729,ENST00000506729.6,2160,SLCO6A1
ENST00000450413,ENST00000450413.1,,RPL15P4
ENST00000417317,ENST00000417317.1,,LINC02569
ENST00000421825,ENST00000421825.2,,
ENST00000391145,ENST00000391145.1,,SNORD90
ENST00000418003,ENST00000418003.3,1137,MAS1L
ENST00000612027,ENST00000612027.1,,
ENST00000441213,ENST00000441213.1,,RPS17P1
ENST00000421242,ENST00000421242.2,,HCG4B
ENST00000437141,ENST00000437141.1,,
ENST00000450734,ENST00000450734.1,,
ENST00000425337,ENST00000425337.1,,HLA-Z
ENST00000457978,ENST00000457978.1,,HLA-N
ENST00000263666,ENST00000263666.9,3201,PDZRN3
ENST00000383114,ENST00000383114.8,660,PSMB9
ENST00000453487,ENST00000453487.2,1293,PBX2
ENST00000373659,ENST00000373659.4,1275,ZBTB6
ENST00000564261,ENST00000564261.1,,
ENST00000456484,ENST00000456484.1,,RPL21P21
ENST00000440418,ENST00000440418.1,,HLA-DQB3
ENST00000635247,ENST00000635247.1,,LINC01345
ENST00000472240,ENST00000472240.1,,
ENST00000437373,ENST00000437373.6,381,POLR1H
ENST00000444667,ENST00000444667.5,,POLR1HASP
ENST00000449232,ENST00000449232.1,,EEF1DP6
ENST00000373656,ENST00000373656.4,1326,ZBTB26
ENST00000415123,ENST00000415123.6,606,NCR3
ENST00000561961,ENST00000561961.2,,
ENST00000427870,ENST00000427870.6,660,PSMB9
ENST00000238936,ENST00000238936.8,1554,MFSD13A
ENST00000409652,ENST00000409652.5,1032,APOL6
ENST00000416883,ENST00000416883.6,765,HLA-DRA
ENST00000417782,ENST00000417782.1,,
ENST00000262879,ENST00000262879.11,4485,RALGAPB
ENST00000416535,ENST00000416535.1,,LINC02829
ENST00000421220,ENST00000421220.1,,ETF1P1
ENST00000415961,ENST00000415961.2,,MRPS16P3
ENST00000445948,ENST00000445948.1,,HLA-U
ENST00000422921,ENST00000422921.6,1194,HLA-C
ENST00000657713,ENST00000657713.1,,
ENST00000490933,ENST00000490933.1,,TMEM183AP5
ENST00000670186,ENST00000670186.1,,
ENST00000249044,ENST00000249044.2,1302,APOL5
ENST00000459863,ENST00000459863.1,,RPL21P41
ENST00000356607,ENST00000356607.9,1134,PEX14
ENST00000420337,ENST00000420337.5,986,DDX39B
ENST00000436210,ENST00000436210.1,,NDUFA9P1
ENST00000368977,ENST00000368977.9,1446,AFG1L
ENST00000634256,ENST00000634256.1,,LINC01646
ENST00000425404,ENST00000425404.5,,HCG25
ENST00000616090,ENST00000616090.2,,MIR548O2
ENST00000647941,ENST00000647941.2,1365,CPOX
ENST00000421346,ENST00000421346.1,,RPS3P2
ENST00000397037,ENST00000397037.2,,
ENST00000621099,ENST00000621099.1,,Metazoa_SRP
ENST00000426800,ENST00000426800.2,567,APOM
ENST00000442802,ENST00000442802.1,,C4B-AS1
ENST00000422960,ENST00000422960.5,,HLA-F-AS1
ENST00000217420,ENST00000217420.2,1578,SLC32A1
ENST00000649469,ENST00000649469.1,,FAM3D-AS1
ENST00000412289,ENST00000412289.5,390,PFDN6
ENST00000366774,ENST00000366774.4,597,DYNLT2
ENST00000434428,ENST00000434428.5,417,DDR1
ENST00000316355,ENST00000316355.10,1035,CCNG2
ENST00000622450,ENST00000622450.1,414,
ENST00000581053,ENST00000581053.2,,
ENST00000580950,ENST00000580950.1,,SNORD32B
ENST00000580486,ENST00000580486.1,,Y_RNA
ENST00000582550,ENST00000582550.1,,
ENST00000619950,ENST00000619950.1,,
ENST00000617736,ENST00000617736.1,,
ENST00000610505,ENST00000610505.1,,
ENST00000369905,ENST00000369905.9,1131,ACTR1A
ENST00000581605,ENST00000581605.1,,
ENST00000581716,ENST00000581716.1,,Y_RNA
ENST00000584009,ENST00000584009.2,,
ENST00000581780,ENST00000581780.1,,Y_RNA
ENST00000635002,ENST00000635002.1,,LINC01777
ENST00000424520,ENST00000424520.6,483,GPSM3
ENST00000579598,ENST00000579598.1,,
ENST00000581427,ENST00000581427.1,,SNORD117
ENST00000579171,ENST00000579171.1,,SNORD84
ENST00000579435,ENST00000579435.1,,Y_RNA
ENST00000583823,ENST00000583823.1,,SNORA38
ENST00000583189,ENST00000583189.1,,Y_RNA
ENST00000426168,ENST00000426168.1,,LINC03003
ENST00000581939,ENST00000581939.1,,
ENST00000420073,ENST00000420073.1,,
ENST00000582374,ENST00000582374.1,,Y_RNA
ENST00000593842,ENST00000593842.1,69,
ENST00000620181,ENST00000620181.4,2208,ADAM2
ENST00000582400,ENST00000582400.1,,SNORD48
ENST00000582902,ENST00000582902.1,,SNORD52
ENST00000581728,ENST00000581728.1,,
ENST00000577883,ENST00000577883.2,,Y_RNA
ENST00000577302,ENST00000577302.1,,
ENST00000577618,ENST00000577618.1,,
ENST00000505384,ENST00000505384.5,951,OR12D3
ENST00000608017,ENST00000608017.1,,
ENST00000447648,ENST00000447648.7,3498,TECPR1
ENST00000513770,ENST00000513770.1,,
ENST00000440453,ENST00000440453.1,,RPL23AP58
ENST00000443442,ENST00000443442.2,924,OR12D2
ENST00000384302,ENST00000384302.1,,RNU6-43P
ENST00000507849,ENST00000507849.1,,
ENST00000416702,ENST00000416702.1,,EIF4BP2
ENST00000458123,ENST00000458123.1,,OR5V1
ENST00000358502,ENST00000358502.10,1014,APOL2
ENST00000425092,ENST00000425092.1,,NPM1P30
ENST00000503579,ENST00000503579.1,,MTCYBP17
ENST00000632403,ENST00000632403.1,,
ENST00000243903,ENST00000243903.6,1824,ACTR5
ENST00000651324,ENST00000651324.1,,
ENST00000439097,ENST00000439097.1,,NEBL-AS1
ENST00000631491,ENST00000631491.1,162,ADAM9
ENST00000419773,ENST00000419773.5,948,OR11A1
ENST00000457930,ENST00000457930.1,,
ENST00000362821,ENST00000362821.1,,RN7SKP173
ENST00000415420,ENST00000415420.1,,LUZP4P1
ENST00000590099,ENST00000590099.6,1353,BECN1
ENST00000633416,ENST00000633416.1,,RPL7AP80
ENST00000384534,ENST00000384534.1,,RNU6-15P
ENST00000546473,ENST00000546473.2,945,OR10C1
ENST00000443270,ENST00000443270.1,,LINC02782
ENST00000654869,ENST00000654869.1,,
ENST00000633034,ENST00000633034.1,,
ENST00000443407,ENST00000443407.5,951,OR2H1
ENST00000549841,ENST00000549841.3,1557,TRIM39
ENST00000437014,ENST00000437014.1,,
ENST00000624407,ENST00000624407.2,,
ENST00000529006,ENST00000529006.7,3489,KDM2A
ENST00000628703,ENST00000628703.2,1599,GSDMD
ENST00000654926,ENST00000654926.1,,LINC02266
ENST00000400522,ENST00000400522.9,3867,EFCAB8
ENST00000412651,ENST00000412651.6,927,PPT2
ENST00000447229,ENST00000447229.1,,UBDP1
ENST00000427228,ENST00000427228.1,,MAS1LP1
ENST00000435817,ENST00000435817.7,2073,FCHSD1
ENST00000649743,ENST00000649743.1,,LINC02881
ENST00000449044,ENST00000449044.3,1137,MAS1L
ENST00000658643,ENST00000658643.1,,
ENST00000458120,ENST00000458120.1,,RPS17P1
ENST00000412655,ENST00000412655.1,,LINC02829
ENST00000503089,ENST00000503089.1,,
ENST00000392269,ENST00000392269.2,,RPL9P21
ENST00000381486,ENST00000381486.7,5850,GREB1
ENST00000492699,ENST00000492699.1,,HLA-L
ENST00000476982,ENST00000476982.5,,HLA-L
ENST00000415840,ENST00000415840.2,,HLA-V
ENST00000622122,ENST00000622122.1,,MIR6819
ENST00000369747,ENST00000369747.8,1170,UBE3D
ENST00000663925,ENST00000663925.1,,
ENST00000424761,ENST00000424761.1,,MYH9-DT
ENST00000656956,ENST00000656956.1,,LINC02511
ENST00000413957,ENST00000413957.1,,HLA-V
ENST00000413110,ENST00000413110.1,,RPS15AP38
ENST00000360997,ENST00000360997.7,435,FAM107A
ENST00000615420,ENST00000615420.4,2364,ADAM32
ENST00000632165,ENST00000632165.1,1561,ZC3H3
ENST00000495969,ENST00000495969.1,,CYP21A1P
ENST00000616663,ENST00000616663.2,861,PYCR3
ENST00000474537,ENST00000474537.5,,
ENST00000473825,ENST00000473825.1,,HLA-J
ENST00000468687,ENST00000468687.5,,
ENST00000373647,ENST00000373647.9,3210,RABGAP1
ENST00000394334,ENST00000394334.7,1251,STK26
ENST00000631662,ENST00000631662.1,,
ENST00000703726,ENST00000703726.1,963,OR12D1
ENST00000322396,ENST00000322396.7,2538,PRMT9
ENST00000402034,ENST00000402034.7,1194,SEC14L6
ENST00000563063,ENST00000563063.1,,
ENST00000631932,ENST00000631932.1,,
ENST00000613609,ENST00000613609.4,2220,ADAM18
ENST00000427944,ENST00000427944.5,789,NRM
ENST00000424708,ENST00000424708.1,,AGKP2
ENST00000580354,ENST00000580354.1,,
ENST00000416279,ENST00000416279.1,,LINC01946
ENST00000509390,ENST00000509390.1,,MTCYBP40
ENST00000528711,ENST00000528711.1,,MTND6P25
ENST00000581263,ENST00000581263.1,,SNORD32B
ENST00000581614,ENST00000581614.1,,
ENST00000651229,ENST00000651229.1,,
ENST00000613883,ENST00000613883.1,,
ENST00000443897,ENST00000443897.1,,
ENST00000410419,ENST00000410419.1,,RNY1P15
ENST00000617212,ENST00000617212.1,,
ENST00000392902,ENST00000392902.2,,
ENST00000615205,ENST00000615205.1,,
ENST00000578117,ENST00000578117.1,,Y_RNA
ENST00000578738,ENST00000578738.1,,
ENST00000532849,ENST00000532849.1,,
ENST00000463759,ENST00000463759.2,,Y_RNA
ENST00000581845,ENST00000581845.1,,
ENST00000514269,ENST00000514269.1,,
ENST00000640159,ENST00000640159.2,603,LHFPL7
ENST00000580417,ENST00000580417.1,,SNORD117
ENST00000436164,ENST00000436164.1,,RPS16P2
ENST00000578807,ENST00000578807.1,,SNORD48
ENST00000583619,ENST00000583619.1,,SNORD52
ENST00000631970,ENST00000631970.1,,RPL3P10
ENST00000580281,ENST00000580281.1,,
ENST00000530980,ENST00000530980.1,,
ENST00000584237,ENST00000584237.1,,
ENST00000403956,ENST00000403956.2,,
ENST00000532605,ENST00000532605.1,,
ENST00000422282,ENST00000422282.2,,
ENST00000487800,ENST00000487800.1,,HLA-DPB2
ENST00000419134,ENST00000419134.1,,
ENST00000415914,ENST00000415914.4,1188,THAP5
ENST00000668104,ENST00000668104.1,,LINC01822
ENST00000424653,ENST00000424653.5,,
ENST00000545614,ENST00000545614.1,58,
ENST00000527289,ENST00000527289.1,,
ENST00000434021,ENST00000434021.2,,HLA-V
ENST00000656085,ENST00000656085.1,,
ENST00000449175,ENST00000449175.1,,MIR600HG
ENST00000444492,ENST00000444492.1,,
ENST00000514881,ENST00000514881.1,,AIDAP2
ENST00000563197,ENST00000563197.6,735,INO80E
ENST00000510753,ENST00000510753.1,,
ENST00000478141,ENST00000478141.1,,HLA-J
ENST00000588408,ENST00000588408.6,993,CNTD1
ENST00000486252,ENST00000486252.5,,
ENST00000306442,ENST00000306442.5,639,PPIC
ENST00000305991,ENST00000305991.3,96,SLN
ENST00000370874,ENST00000370874.2,552,RAP2C
ENST00000529682,ENST00000529682.1,,
ENST00000655435,ENST00000655435.1,,
ENST00000501397,ENST00000501397.1,,ARHGAP42-AS1
ENST00000662579,ENST00000662579.1,,
ENST00000477233,ENST00000477233.1,,PSMC1P6
ENST00000505326,ENST00000505326.6,,
ENST00000661834,ENST00000661834.1,,
ENST00000372764,ENST00000372764.4,1296,PLAU
ENST00000583752,ENST00000583752.1,,PPIAP54
ENST00000436105,ENST00000436105.1,,LUARIS
ENST00000515805,ENST00000515805.1,,
ENST00000620935,ENST00000620935.1,,
ENST00000373973,ENST00000373973.7,1731,CNBD2
ENST00000419352,ENST00000419352.1,,
ENST00000409178,ENST00000409178.5,,C10orf55
ENST00000416076,ENST00000416076.1,,
ENST00000511017,ENST00000511017.6,,NPY2R-AS1
ENST00000489626,ENST00000489626.1,,
ENST00000410373,ENST00000410373.1,,Y_RNA
ENST00000649509,ENST00000649509.1,,
ENST00000358431,ENST00000358431.8,5421,KIAA1671
ENST00000664990,ENST00000664990.1,,
ENST00000514293,ENST00000514293.1,,
ENST00000536295,ENST00000536295.1,,RTN3P1
ENST00000624029,ENST00000624029.1,,
ENST00000652011,ENST00000652011.2,2745,ZNF717
ENST00000515071,ENST00000515071.1,,
ENST00000513721,ENST00000513721.1,,
ENST00000337702,ENST00000337702.5,789,TTC33
ENST00000323061,ENST00000323061.7,549,NAP1L5
ENST00000620155,ENST00000620155.3,1944,EEF1D
ENST00000515782,ENST00000515782.1,,DDIT4L-AS1
ENST00000615253,ENST00000615253.4,1635,MAPK15
ENST00000624751,ENST00000624751.1,,
ENST00000623888,ENST00000623888.1,,
ENST00000624394,ENST00000624394.1,,
ENST00000624101,ENST00000624101.1,,
ENST00000607541,ENST00000607541.1,,
ENST00000623239,ENST00000623239.1,,
ENST00000506566,ENST00000506566.1,,EEF1GP8
ENST00000623980,ENST00000623980.1,,
ENST00000505390,ENST00000505390.1,,YWHAEP4
ENST00000366110,ENST00000366110.4,,KIAA1671-AS1
ENST00000505781,ENST00000505781.1,,
ENST00000417698,ENST00000417698.1,,RPL21P50
ENST00000612192,ENST00000612192.2,3540,FAM83H
ENST00000604037,ENST00000604037.1,,
ENST00000513501,ENST00000513501.1,,EVA1CP2
ENST00000520558,ENST00000520558.1,,
ENST00000393158,ENST00000393158.7,1113,PDGFD
ENST00000653358,ENST00000653358.1,,
ENST00000633838,ENST00000633838.1,,
ENST00000662873,ENST00000662873.1,,
ENST00000611604,ENST00000611604.2,,LINC02878
ENST00000670278,ENST00000670278.1,,
ENST00000311331,ENST00000311331.12,2598,ZNF624
ENST00000257637,ENST00000257637.8,357,TMEM243
ENST00000439836,ENST00000439836.1,,WDR82P1
ENST00000381254,ENST00000381254.7,2727,GEN1
ENST00000625169,ENST00000625169.1,,
ENST00000371697,ENST00000371697.4,960,ANKRD1
ENST00000431697,ENST00000431697.1,,
ENST00000482003,ENST00000482003.1,,
ENST00000421411,ENST00000421411.1,,
ENST00000612580,ENST00000612580.2,966,GFUS
ENST00000364734,ENST00000364734.1,,RNU6-740P
ENST00000662064,ENST00000662064.1,,LINC02715
ENST00000412362,ENST00000412362.1,,
ENST00000607979,ENST00000607979.1,,
ENST00000528254,ENST00000528254.1,,MED28P5
ENST00000308076,ENST00000308076.7,,UNC93B3
ENST00000423621,ENST00000423621.2,,LINC00502
ENST00000378486,ENST00000378486.8,4251,PLCH2
ENST00000534523,ENST00000534523.1,,OSBPL9P3
ENST00000450119,ENST00000450119.1,,DDX18P6
ENST00000504087,ENST00000504087.6,4290,ANKRD50
ENST00000413846,ENST00000413846.1,,RPL35AP24
ENST00000436477,ENST00000436477.7,,
ENST00000674332,ENST00000674332.1,,SNORA74C-2
ENST00000410176,ENST00000410176.1,,RNA5SP317
ENST00000650407,ENST00000650407.1,,
ENST00000496674,ENST00000496674.1,,
ENST00000641254,ENST00000641254.1,,
ENST00000457608,ENST00000457608.1,,SLC9A3P3
ENST00000215855,ENST00000215855.7,636,CRYBB3
ENST00000604744,ENST00000604744.1,,OSBPL9P1
ENST00000605810,ENST00000605810.1,,RNPC3P1
